x,y,data
166.25,49.4,27.68881476097379
161.5,41.135,33.18894239338147
156.75,49.4,24.155992237757367
152.0,41.135,36.27256480186627
152.0,57.56999999999999,37.15671964537361
147.25,49.4,30.336513737760924
142.5,41.135,28.24258567945356
142.5,57.56999999999999,35.50454844652934
137.75,49.4,30.316778477496545
133.0,41.135,32.684751507807206
133.0,57.56999999999999,25.401036230060882
128.25,49.4,26.70324814132935
123.5,41.135,25.185794257071016
123.5,57.56999999999999,37.97233634405913
118.75,49.4,23.521420964054506
114.0,41.135,20.553099671014515
114.0,57.56999999999999,32.38697973797566
109.25,49.4,23.327198668692596
104.5,41.135,30.23670827938923
104.5,57.56999999999999,35.990998011050166
99.75,49.4,30.985953134056892
95.0,41.135,32.12692623560411
95.0,57.56999999999999,30.011071187809197
90.25,49.4,24.015227095314977
85.5,41.135,24.371960128122296
85.5,57.56999999999999,33.09958571938092
80.75,49.4,27.14546062978457
76.0,41.135,27.447484401546383
76.0,57.56999999999999,21.76678002598969
42.75,49.4,25.76289482900193
38.0,41.135,39.741581089969834
38.0,57.56999999999999,34.43597089816707
33.25,49.4,23.7375074147754
28.5,41.135,27.74671036607682
28.5,57.56999999999999,30.6604537752603
23.75,49.4,38.48171716672806
19.0,41.135,28.886637473431236
19.0,57.56999999999999,29.82649675537587
71.25,49.4,40.89376494418565
66.5,41.135,40.19944891317202
66.5,57.56999999999999,35.118498584278456
61.75,49.4,30.72692532045355
57.0,41.135,29.201541226530665
57.0,57.56999999999999,29.983041127906123
52.25,49.4,24.277986736339173
47.5,41.135,40.91871282659814
47.5,57.56999999999999,30.66012418485267
57.0,24.7,36.17963442086084
52.25,16.435,28.651697325574325
52.25,32.87,26.733770799718506
47.5,24.7,30.083197907288966
42.75,16.435,26.55353029888014
42.75,32.87,25.58974262279366
38.0,24.7,26.575668135790167
33.25,16.435,24.933707152009333
33.25,32.87,27.93049767339939
28.5,24.7,33.35879375398568
23.75,16.435,21.513187822641882
23.75,32.87,32.7593018559009
19.0,24.7,32.10330367297077
14.25,16.435,31.31308210382589
14.25,32.87,26.83539492698896
9.5,24.7,25.176315053142762
4.75,16.435,25.56352741670044
4.75,32.87,31.683663066338735
171.0,24.7,32.15805040811446
166.25,16.435,28.825787151548756
166.25,32.87,42.2542976541143
161.5,24.7,24.27719053627416
156.75,16.435,34.27109377881287
156.75,32.87,27.098156832285134
152.0,24.7,28.87133147453029
147.25,16.435,23.76385025882441
147.25,32.87,28.979811636560488
142.5,24.7,42.43453277388676
137.75,16.435,24.828309777187094
137.75,32.87,30.378701990981998
133.0,24.7,25.88521787079305
128.25,16.435,25.41581776309378
128.25,32.87,31.687381143020787
123.5,24.7,29.310822452084096
118.75,16.435,18.281571271918864
118.75,32.87,37.55493224360001
114.0,24.7,33.49562722938528
109.25,16.435,28.063307429455776
109.25,32.87,24.9992049432809
104.5,24.7,29.81640433307251
99.75,16.435,31.338378376282407
99.75,32.87,36.808842157780035
95.0,24.7,21.55859047344883
90.25,16.435,30.53430437885685
90.25,32.87,27.549895229273332
85.5,24.7,29.026370558989772
80.75,16.435,34.40784855776377
80.75,32.87,21.233436505291056
76.0,24.7,30.34364858274354
71.25,16.435,27.617744761886957
71.25,32.87,25.831229906803184
66.5,24.7,33.92918840467079
61.75,16.435,36.6195245345877
61.75,32.87,35.51997177637368
156.75,0.0,31.889636462735744
152.0,-8.265,27.76029476021522
152.0,8.265,31.521243158944802
147.25,0.0,22.193293332218325
142.5,-8.265,29.971782930628105
142.5,8.265,28.19244840294109
137.75,0.0,32.184485028106145
133.0,-8.265,26.400991520497858
133.0,8.265,34.26831810185176
185.25,0.0,30.443601422861835
180.5,-8.265,30.276152941012455
180.5,8.265,35.10357712470815
175.75,0.0,31.311927027437612
171.0,-8.265,21.059298109929234
171.0,8.265,38.57999261314701
166.25,0.0,33.59247394975949
161.5,-8.265,34.90083794907669
161.5,8.265,34.06719923539531
128.25,0.0,24.213241650761432
123.5,-8.265,30.282743030928163
123.5,8.265,29.47980492405313
118.75,0.0,29.686421578221076
114.0,-8.265,36.77557997679261
114.0,8.265,19.841129423514047
109.25,0.0,28.30892430003144
104.5,-8.265,31.691710868309563
104.5,8.265,21.039137949373295
99.75,0.0,25.68284954321607
95.0,-8.265,32.72533640195748
95.0,8.265,24.741563482634064
90.25,0.0,30.1047161297888
85.5,-8.265,36.66768903444834
85.5,8.265,28.849059352324094
80.75,0.0,29.083924423275523
76.0,-8.265,27.581025713108
76.0,8.265,29.443811157928057
71.25,0.0,24.5816996479451
66.5,-8.265,38.56899695655337
66.5,8.265,28.389796160787434
61.75,0.0,31.94511789128963
57.0,-8.265,27.171789649755315
57.0,8.265,32.44293995193652
52.25,0.0,23.574569036884498
47.5,-8.265,22.50132902585422
47.5,8.265,30.882178018433418
42.75,0.0,31.49456852909155
38.0,-8.265,28.226405346094086
38.0,8.265,29.501926225661872
33.25,0.0,25.927497105157983
28.5,-8.265,29.56577604478351
28.5,8.265,33.27692352763511
23.75,0.0,31.337263144643597
19.0,-8.265,35.68173573114875
19.0,8.265,32.17850884456298
28.5,-24.7,33.185612397749715
23.75,-32.87,35.32106382743282
23.75,-16.435,30.036722773194874
19.0,-24.7,29.627632455937313
14.25,-32.87,35.91111283964937
14.25,-16.435,29.999808576536147
9.5,-24.7,29.85661858855234
4.75,-32.87,24.91488620767282
4.75,-16.435,33.43737586111159
14.25,0.0,30.192389517285438
9.5,-8.265,29.92497383450149
9.5,8.265,19.961207654510353
4.75,0.0,34.170112357702884
-0.0,-8.265,37.820993768561735
-0.0,8.265,33.5301098010135
-4.75,0.0,32.85983423440486
-9.5,-8.265,37.0435760953134
-9.5,8.265,27.00279514443117
85.5,-24.7,20.914864303707834
80.75,-32.87,20.733997427880617
80.75,-16.435,33.16248713343493
76.0,-24.7,26.469875151214183
71.25,-32.87,31.14732249641618
71.25,-16.435,26.954364887722754
66.5,-24.7,31.18765779678002
61.75,-32.87,29.54516324197959
61.75,-16.435,24.8053882524302
57.0,-24.7,35.20884239709831
52.25,-32.87,34.0280549226928
52.25,-16.435,37.019771162733306
47.5,-24.7,31.49382236765802
42.75,-32.87,25.71880850535392
42.75,-16.435,31.256089770124795
38.0,-24.7,22.26635965162508
33.25,-32.87,31.396868785744307
33.25,-16.435,39.523346069669216
42.75,-49.4,19.91952819655173
38.0,-57.56999999999999,38.22459512030591
38.0,-41.135,33.97107272522804
33.25,-49.4,34.6625040575068
28.5,-57.56999999999999,21.390238302744663
28.5,-41.135,32.92535856323692
23.75,-49.4,30.991864105657946
19.0,-57.56999999999999,30.279461718206495
19.0,-41.135,30.49412196755432
14.25,-49.4,28.5581052055711
9.5,-57.56999999999999,28.095515688294235
9.5,-41.135,38.78597943363941
4.75,-49.4,26.37067895861607
-0.0,-57.56999999999999,24.982134335095655
-0.0,-41.135,34.93608388854217
-4.75,-49.4,38.14498095484109
-9.5,-57.56999999999999,40.826923213459985
-9.5,-41.135,26.460009506291353
185.25,-32.87,30.387995636225167
185.25,-16.435,24.208781937107467
180.5,-24.7,30.531723145895594
175.75,-16.435,29.72731889503558
180.5,-41.135,32.10779909886063
175.75,-32.87,27.21681053406114
171.0,-41.135,25.00233556081242
166.25,-49.4,33.34782569785946
161.5,-41.135,26.979180932085917
171.0,-24.7,31.4620138385819
166.25,-32.87,23.131355200979918
166.25,-16.435,30.885696755410418
161.5,-24.7,26.206654083563528
156.75,-32.87,15.547184961821895
156.75,-16.435,24.138059874137888
152.0,-24.7,27.664813543450673
147.25,-32.87,24.580099266975914
147.25,-16.435,24.355637275567528
142.5,-24.7,30.57761077148347
137.75,-32.87,32.76170823578226
137.75,-16.435,27.152862825569006
133.0,-24.7,35.236789686592104
128.25,-32.87,33.83647616814068
128.25,-16.435,32.76572464231166
123.5,-24.7,34.746341055656494
118.75,-32.87,29.22459628738579
118.75,-16.435,37.61196773938772
114.0,-24.7,22.40573055134103
109.25,-32.87,32.27384007950688
109.25,-16.435,38.18540624580191
104.5,-24.7,31.346898445790398
99.75,-32.87,20.195690882424472
99.75,-16.435,40.21760067126167
95.0,-24.7,32.16740489132748
90.25,-32.87,39.87064931696923
90.25,-16.435,24.65415924897914
175.75,-65.835,20.43908849109119
175.75,-49.4,32.48194565319975
171.0,-57.56999999999999,25.59877602973095
166.25,-65.835,38.55241303877332
161.5,-74.005,30.557891189956084
161.5,-57.56999999999999,25.700953352568398
156.75,-65.835,32.62439896307447
152.0,-74.005,35.56540019387984
147.25,-65.835,34.01577649202404
156.75,-49.4,30.200514121996903
152.0,-57.56999999999999,24.857486781461457
152.0,-41.135,34.43254344179903
147.25,-49.4,43.2063551432867
142.5,-57.56999999999999,30.422050033134234
142.5,-41.135,34.71524520663062
137.75,-49.4,19.012179378415972
133.0,-57.56999999999999,33.08019217069689
133.0,-41.135,29.936178033728343
128.25,-49.4,24.50323439649803
123.5,-57.56999999999999,29.601570074097364
123.5,-41.135,35.18994501860877
118.75,-49.4,25.046333063195085
114.0,-57.56999999999999,27.24758551813856
114.0,-41.135,22.59820611503835
109.25,-49.4,34.37630869617232
104.5,-57.56999999999999,28.497464317470037
104.5,-41.135,28.680378485644603
99.75,-49.4,18.772828654375843
95.0,-57.56999999999999,37.83872085361629
95.0,-41.135,20.463236522148282
90.25,-49.4,28.565800277919788
85.5,-57.56999999999999,25.552893003748142
85.5,-41.135,28.126974250003244
80.75,-49.4,35.75753732497049
76.0,-57.56999999999999,36.45249230292224
76.0,-41.135,20.107161051208248
57.0,-74.005,28.80561576490924
52.25,-82.27,36.297214786329505
52.25,-65.835,26.418021595850977
47.5,-74.005,26.339918847994404
42.75,-82.27,38.87306463558623
42.75,-65.835,36.31816583589781
38.0,-74.005,32.534089493135575
33.25,-82.27,39.966998352650506
33.25,-65.835,34.510519822587185
71.25,-49.4,24.172631130923623
66.5,-57.56999999999999,27.92986505747153
66.5,-41.135,36.493402105742575
61.75,-49.4,32.90522622516775
57.0,-57.56999999999999,30.718862399743465
57.0,-41.135,24.79413159492407
52.25,-49.4,27.850196856293582
47.5,-57.56999999999999,38.38811356592663
47.5,-41.135,28.146409952888167
42.75,-98.70500000000001,22.03165862628878
38.0,-106.97,28.396176831295843
38.0,-90.535,31.360860603823763
33.25,-98.70500000000001,28.239062900359897
28.5,-106.97,33.263659559120384
28.5,-90.535,27.871520619229848
23.75,-98.70500000000001,34.91038453904578
19.0,-106.97,38.69868108051817
19.0,-90.535,21.642212021487403
28.5,-74.005,30.681180322230766
23.75,-82.27,21.701458169862324
23.75,-65.835,22.11394440707368
19.0,-74.005,32.661074265348844
14.25,-82.27,27.961927563421842
14.25,-65.835,23.71594766339902
9.5,-74.005,23.408525382954803
4.75,-82.27,38.83181563785485
4.75,-65.835,31.316422682729634
171.0,-74.005,38.91965651257694
166.25,-82.27,27.938926134552894
161.5,-90.535,25.74965729880994
156.75,-82.27,34.499337817174194
156.75,-98.70500000000001,25.813524393508285
152.0,-90.535,30.772418327376766
147.25,-82.27,21.53454351483642
142.5,-90.535,29.230592502816872
133.0,-90.535,30.134200104243202
142.5,-74.005,32.113294108567715
137.75,-82.27,35.414261414289335
137.75,-65.835,34.095860531425764
133.0,-74.005,34.929250535080165
128.25,-82.27,30.016451199380395
128.25,-65.835,32.57574802889769
123.5,-74.005,32.63984297209332
118.75,-82.27,28.267619785865033
118.75,-65.835,44.58414571724681
114.0,-74.005,26.050157461967366
109.25,-82.27,18.727446384178887
109.25,-65.835,35.970357222395045
104.5,-74.005,37.95789422341207
99.75,-82.27,30.72895923360518
99.75,-65.835,24.457289901484618
95.0,-74.005,26.82922848947433
90.25,-82.27,35.682303448247
90.25,-65.835,35.44601585993099
85.5,-74.005,32.45422642340991
80.75,-82.27,31.514175450042025
80.75,-65.835,25.38084871009027
76.0,-74.005,24.226611316610605
71.25,-82.27,37.56146573493452
71.25,-65.835,33.91724794971813
66.5,-74.005,33.24593908818144
61.75,-82.27,26.308503741770124
61.75,-65.835,39.129366451581056
152.0,-106.97,26.798397339150444
147.25,-98.70500000000001,31.457238835824093
142.5,-106.97,28.39410385943615
137.75,-98.70500000000001,31.990240312436153
147.25,-115.13999999999999,18.74875467308314
142.5,-123.405,32.7196977373832
137.75,-115.13999999999999,24.735330453248764
133.0,-106.97,29.685139714034417
128.25,-115.13999999999999,34.67348927213884
128.25,-98.70500000000001,26.36508041951926
123.5,-106.97,27.399187830335343
123.5,-90.535,38.05252192277557
118.75,-98.70500000000001,24.754979358998973
114.0,-106.97,34.55736132671588
114.0,-90.535,25.36988899659282
109.25,-98.70500000000001,26.63753114115366
104.5,-106.97,36.826983448450875
104.5,-90.535,25.90999648548964
99.75,-98.70500000000001,27.29125468636206
95.0,-106.97,35.68253631523061
95.0,-90.535,30.137494077012704
90.25,-98.70500000000001,29.949394936345833
85.5,-106.97,22.128080291237637
85.5,-90.535,27.52827883782064
80.75,-98.70500000000001,23.823665330300383
76.0,-106.97,19.69477720546815
76.0,-90.535,27.980212892101992
71.25,-98.70500000000001,27.868786407963782
66.5,-106.97,30.486813684364904
66.5,-90.535,40.30532607561639
61.75,-98.70500000000001,33.70017569714776
57.0,-106.97,29.02921564535693
57.0,-90.535,27.308593789234
52.25,-98.70500000000001,33.31043633832591
47.5,-106.97,34.00954673280492
47.5,-90.535,39.42239149018004
133.0,-123.405,30.707965473430733
128.25,-131.67,31.216699481162944
123.5,-123.405,27.017311790524573
118.75,-115.13999999999999,32.468582159584365
123.5,-139.84,32.48174737889232
118.75,-131.67,27.376315061494296
114.0,-139.84,26.96839091858998
109.25,-148.105,26.896107991025282
104.5,-139.84,35.17434099103869
114.0,-123.405,39.089754257686955
109.25,-131.67,36.50620789549066
109.25,-115.13999999999999,30.548418869338157
104.5,-123.405,35.91207709077816
99.75,-131.67,25.469198136081605
99.75,-115.13999999999999,28.401122566030452
95.0,-123.405,26.52664773952139
90.25,-131.67,28.48948359095241
90.25,-115.13999999999999,36.39203023144278
104.5,-156.275,31.97970181957789
99.75,-148.105,33.83184617324861
95.0,-156.275,38.83006836308901
90.25,-164.54,35.2145981395035
95.0,-139.84,32.354874672652066
90.25,-148.105,28.00136267390098
85.5,-139.84,30.4716566507096
80.75,-148.105,31.76104059974094
76.0,-139.84,28.937606941823798
85.5,-123.405,27.65441790653641
80.75,-131.67,32.70901532111623
80.75,-115.13999999999999,31.463780454216323
76.0,-123.405,25.516782173465785
71.25,-131.67,18.88461709716439
71.25,-115.13999999999999,27.74538200812763
66.5,-123.405,29.87649379697626
61.75,-131.67,21.908619353748726
61.75,-115.13999999999999,30.859258930901476
57.0,-123.405,23.020181025722724
52.25,-131.67,38.11896559146809
52.25,-115.13999999999999,25.57859423951458
47.5,-123.405,19.303120055990263
42.75,-131.67,32.254237012745506
42.75,-115.13999999999999,22.993751674834236
38.0,-123.405,29.887949865295884
33.25,-131.67,35.457530847024245
33.25,-115.13999999999999,23.851947708630824
28.5,-123.405,36.61471376589291
23.75,-131.67,35.87131103785188
23.75,-115.13999999999999,24.013537417461237
19.0,-123.405,31.429583043127536
14.25,-131.67,23.62240996028135
14.25,-115.13999999999999,21.640130189916
9.5,-123.405,24.412426960652994
4.75,-131.67,32.741149895684465
4.75,-115.13999999999999,29.488833247875366
42.75,-148.105,25.77074919261199
38.0,-156.275,29.298634594558994
38.0,-139.84,34.489684634855884
33.25,-148.105,24.98768981790877
28.5,-156.275,29.62691996453654
28.5,-139.84,24.91887065340071
23.75,-148.105,33.82468228288371
19.0,-156.275,33.35101617187126
19.0,-139.84,28.489748915964547
14.25,-148.105,19.09936587257735
9.5,-156.275,35.905584611817254
9.5,-139.84,41.44532029703981
4.75,-148.105,33.97260297721786
-0.0,-156.275,26.0552580639261
-0.0,-139.84,26.92388300453132
-4.75,-148.105,29.621480711965386
-9.5,-156.275,27.29504675770665
-9.5,-139.84,30.020551924989018
85.5,-156.275,33.02093108807112
80.75,-164.54,37.65750821745819
76.0,-172.805,33.381676439245766
76.0,-156.275,28.731558729443005
71.25,-164.54,30.735137343256913
66.5,-172.805,28.050963937074375
61.75,-180.975,26.13390245987147
61.75,-164.54,32.11956817190806
57.0,-172.805,28.950558340270312
71.25,-148.105,34.796449503746935
66.5,-156.275,25.07227146804049
66.5,-139.84,27.61557617601514
61.75,-148.105,33.28831067479039
57.0,-156.275,35.74143733404501
57.0,-139.84,36.39441426113217
52.25,-148.105,31.24606340613809
47.5,-156.275,24.886164346000307
47.5,-139.84,26.461086497902286
28.5,-172.805,28.12742739261087
33.25,-164.54,37.69590956930058
33.25,-180.975,25.986446822257644
38.0,-172.805,36.37951691334289
42.75,-164.54,25.38168421340417
42.75,-180.975,30.696212539551716
47.5,-172.805,25.56512483359675
52.25,-164.54,36.84561748181073
52.25,-180.975,22.717707855852005
-0.0,-172.805,28.071684311840887
4.75,-164.54,32.174671580658526
4.75,-180.975,41.962317148455064
9.5,-172.805,31.805796375770175
14.25,-164.54,30.165954551753604
14.25,-180.975,27.253806201564053
19.0,-172.805,31.530105477061444
23.75,-164.54,22.347546453200426
23.75,-180.975,25.039916244231684
-57.0,-172.805,29.31488662226515
-52.25,-164.54,20.199137334651308
-52.25,-180.975,27.48808008445433
-47.5,-172.805,24.69387442096142
-42.75,-164.54,27.38610419550083
-42.75,-180.975,27.32886616481826
-38.0,-172.805,33.2834890020261
-33.25,-164.54,25.63768624833407
-33.25,-180.975,37.724871439396715
-28.5,-172.805,30.360006862511
-23.75,-164.54,33.65503102622474
-23.75,-180.975,25.385736629708724
-19.0,-172.805,37.093609817868206
-14.25,-164.54,18.835200081174293
-14.25,-180.975,30.885713722097403
-9.5,-172.805,26.591668745928025
-4.75,-164.54,25.439483531523404
-4.75,-180.975,27.13892785584546
-42.75,-148.105,35.689353144738625
-47.5,-156.275,35.80092342775235
-47.5,-139.84,32.566257836451875
-52.25,-148.105,28.842927062367522
-57.0,-156.275,33.55457360423014
-57.0,-139.84,23.597862809809833
-61.75,-148.105,28.40577397167393
-66.5,-156.275,28.880794333227552
-66.5,-139.84,21.32527986220167
-14.25,-148.105,23.108339166341047
-19.0,-156.275,32.20558797610604
-19.0,-139.84,40.383432932203185
-23.75,-148.105,27.940068838868783
-28.5,-156.275,35.05190183702219
-28.5,-139.84,32.440552639294275
-33.25,-148.105,28.749759806364946
-38.0,-156.275,25.523436713140963
-38.0,-139.84,36.66388875648857
-85.5,-123.405,42.82321663161037
-90.25,-131.67,25.4810997773752
-90.25,-115.13999999999999,22.8575092254963
-95.0,-123.405,33.35271881609485
-99.75,-131.67,27.456410666128182
-99.75,-115.13999999999999,27.65114379933142
-104.5,-123.405,28.452305288683657
-109.25,-131.67,22.78782674345173
-109.25,-115.13999999999999,24.48726662462635
-104.5,-139.84,23.182907082182968
-114.0,-139.84,26.040259358988305
-118.75,-131.67,30.643978994551468
-123.5,-139.84,27.333334917927907
-114.0,-123.405,37.87756081937364
-118.75,-115.13999999999999,29.09132832585168
-123.5,-123.405,36.184924817589554
-128.25,-131.67,36.281845962540245
-128.25,-115.13999999999999,31.358103939002003
-71.25,-148.105,28.18118980160857
-76.0,-139.84,29.116927571268764
-80.75,-148.105,29.992522820555564
-85.5,-139.84,22.347769240780437
-90.25,-148.105,25.999766961157967
-95.0,-139.84,32.01759544399203
-99.75,-148.105,21.450973445725353
-104.5,-156.275,31.79218416732429
-109.25,-148.105,37.591087522885545
-61.75,-164.54,25.92912150920073
-66.5,-172.805,31.777783411825734
-71.25,-164.54,21.533067558298647
-76.0,-172.805,26.695397167020317
-76.0,-156.275,33.94665535058125
-80.75,-164.54,27.403069169005423
-85.5,-156.275,29.821240429149853
-90.25,-164.54,36.718837427488914
-95.0,-156.275,31.54119397265237
-99.75,-98.70500000000001,34.30944326082485
-104.5,-106.97,30.39135593575645
-104.5,-90.535,27.19812889348701
-109.25,-98.70500000000001,35.91367851756352
-114.0,-106.97,31.57120139517073
-114.0,-90.535,35.08640196099793
-118.75,-98.70500000000001,30.003187053061403
-123.5,-106.97,37.293472628033605
-123.5,-90.535,22.174395491481942
-128.25,-98.70500000000001,32.52518196520741
-133.0,-106.97,24.948620375623957
-133.0,-90.535,25.720644802955285
-137.75,-98.70500000000001,27.39744320400687
-133.0,-123.405,35.1724314839213
-137.75,-115.13999999999999,31.27746468524572
-142.5,-123.405,28.329372692528423
-142.5,-106.97,27.11177253026042
-147.25,-115.13999999999999,29.77850580341437
